Company Name,Model Name,Mobile Weight(gm),RAM(GB),Front Camera(MP),Back Camera(MP),Processor,Battery Capacity(mAh),Screen Size(inches),Launched Year
4,401,190.0,8.0,32,108,103,5000.0,6.78,2024
4,403,190.0,12.0,32,108,76,5000.0,6.78,2024
2,330,203.0,8.0,12,50,144,5200.0,6.81,2024
2,331,219.0,12.0,12,50,144,5500.0,6.81,2024
2,332,234.0,16.0,12,50,144,5550.0,6.81,2024
2,318,231.0,12.0,16,50,143,5000.0,7.92,2024
2,333,203.0,8.0,12,50,144,5200.0,6.81,2024
2,334,219.0,12.0,12,50,144,5500.0,6.81,2024
2,335,234.0,16.0,12,50,144,5550.0,6.81,2024
2,319,231.0,12.0,16,50,143,5000.0,7.92,2024
2,516,550.0,8.0,8,13,117,8300.0,12.1,2024
2,517,560.0,12.0,8,13,76,9000.0,12.6,2024
2,337,580.0,16.0,12,16,143,10500.0,13.2,2024
2,541,505.0,8.0,8,13,139,8000.0,11.6,2024
2,529,530.0,8.0,8,13,82,8500.0,12.1,2024
2,519,610.0,12.0,12,16,144,10500.0,13.5,2024
2,532,475.0,6.0,5,8,122,8850.0,12.1,2024
2,533,485.0,8.0,8,13,139,9000.0,12.6,2024
2,338,590.0,12.0,12,16,144,10500.0,13.0,2024
2,526,530.0,8.0,8,13,82,8500.0,12.1,2024
10,734,193.0,6.0,16,64,76,5000.0,6.67,2024
10,735,205.0,8.0,20,108,78,5000.0,6.67,2024
10,119,190.0,6.0,20,64,193,5000.0,6.67,2024
10,120,210.0,8.0,20,108,197,5160.0,6.67,2024
10,71,190.0,4.0,5,50,98,5000.0,6.5,2024
10,316,198.0,6.0,8,50,61,5110.0,6.67,2024
11,510,571.0,8.0,8,8,189,10000.0,12.1,2024
11,511,571.0,8.0,8,8,189,10000.0,12.1,2024
13,244,239.0,12.0,14,50,194,4400.0,7.6,2024
13,245,239.0,12.0,14,50,194,4400.0,7.6,2024
13,243,239.0,12.0,14,50,194,4400.0,7.6,2024
9,618,192.0,8.0,32,60,91,5800.0,6.67,2025
9,617,192.0,8.0,32,60,91,5800.0,6.67,2025
9,619,210.0,12.0,50,108,79,5800.0,6.83,2025
9,616,200.0,12.0,50,58,79,5600.0,6.59,2025
12,11,184.0,12.0,16,108,140,6000.0,6.83,2025
12,12,184.0,12.0,16,108,140,6000.0,6.83,2025
12,9,184.0,8.0,16,58,67,5800.0,6.7,2025
12,10,184.0,8.0,16,58,67,5800.0,6.7,2025
12,13,190.0,6.0,16,52,139,5500.0,6.6,2025
12,14,190.0,8.0,16,52,139,5500.0,6.6,2025
10,740,195.0,6.0,16,64,77,5000.0,6.67,2025
10,741,207.0,8.0,20,108,80,6000.0,6.67,2025
